year, month, day, latitude, longitude, temperature, wind_speed, wind_direction
2015, 01, 15, 7.19, -3.27, 20, 2, 270
2015, 01, 22, 7.19, -3.27, 23, 3, 250
2015, 01, 30, 7.19, -3.27, 23, 3, 260
2015, 02, 05, 7.19, -3.27, 25, 3, 250
2015, 02, 12, 7.19, -3.27, 24, 2, 260
2015, 02, 19, 7.19, -3.27, 24, 3, 245
2015, 02, 26, 7.19, -3.27, 25, 3, 260
2015, 03, 05, 7.19, -3.27, 25, 2, 255
2015, 03, 12, 7.19, -3.27, 24, 3, 250
2015, 03, 19, 7.19, -3.27, 26, 3, 260
2015, 03, 20, 8.28, -2.42, 26, 3, 250
2015, 03, 21, 10.00, -3.10, 29, 5, 260
2015, 03, 22, 10.57, -2.50, 29, 3, 225
2015, 03, 23, 11.90, -2.48, 29, 3, 225
2015, 03, 24, 12.14, -2.42, 28, 3, 90
2015, 03, 25, 13.70, -2.20, 23, 2, 80
2015, 03, 26, 15.21, -0.36, 25, 4, 90
2015, 03, 27, 18.28, 1.29, 16, 5, 80
2015, 03, 28, 20.30, 1.40, 15, 5, 50
2015, 03, 29, 22.38, 2.14, 16, 4, 45
2015, 03, 30, 25.44, 3.12, 17, 3, 45
2015, 03, 31, 29.30, 3.51, 15, 3, 340
2015, 04, 01, 31.50, 5.57, 17, 3, 180
2015, 04, 02, 34.12, 7.47, 13, 3, 30
2015, 04, 03, 36.60, 9.43, 9, 3, 230
2015, 04, 04, 39.90, 13.37, 14, 9, 200
2015, 04, 05, 43.28, 16.41, 7, 7, 80
2015, 04, 06, 45.24, 16.32, 4, 4, 90
2015, 04, 07, 46.29, 17.20, 5, 3, 135
2015, 04, 08, 48.26, 17.56, 6, 4, 110
2015, 04, 09, 50.31, 21.35, 1, 3, 260
2015, 04, 10, 50.31, 21.35, 4, 2, 260
2015, 04, 11, 50.31, 21.35, 10, 4, 185
2015, 04, 12, 51.39, 20.24, 5, 5, 250
2015, 04, 13, 52.26, 21.50, 2, 5, 170
2015, 04, 14, 53.70, 22.52, 7, 6, 180
2015, 04, 15, 53.45, 24.12, 9, 9, 175
2015, 04, 16, 54.58, 25.48, 4, 5, 190
2015, 04, 17, 55.51, 25.44, 2, 3, 100
2015, 04, 18, 56.24, 26.30, 1, 2, 110
2015, 04, 19, 57.24, 26.10, 3, 3, 135
2015, 04, 20, 57.50, 27.55, 5, 4, 170
2015, 04, 23, 57.50, 27.55, 5, 5, 180
2015, 04, 30, 57.50, 27.55, 7, 6, 325
2015, 05, 07, 57.50, 27.55, 9, 3, 235
2015, 05, 14, 57.50, 27.55, 7, 4, 140
2015, 05, 21, 57.50, 27.55, 9, 3, 200
2015, 05, 28, 57.50, 27.55, 11, 1, 200
2015, 06, 04, 57.50, 27.55, 10, 6, 205
2015, 06, 11, 57.50, 27.55, 11, 3, 210
2015, 06, 18, 57.50, 27.55, 14, 5, 300
2015, 06, 25, 57.50, 27.55, 14, 4, 225
2015, 07, 02, 57.50, 27.55, 17, 4, 215
2015, 07, 09, 57.50, 27.55, 15, 4, 265
2015, 07, 16, 57.50, 27.55, 14, 4, 200
2015, 07, 23, 57.50, 27.55, 15, 6, 200
2015, 07, 30, 57.50, 27.55, 13, 6, 230
2015, 08, 06, 57.50, 27.55, 18, 2, 90
2015, 08, 13, 57.50, 27.55, 12, 3, 120
2015, 08, 20, 57.50, 27.55, 11, 1, 50
2015, 08, 27, 57.50, 27.55, 19, 4, 270
2015, 09, 03, 57.50, 27.55, 13, 1, 205
2015, 09, 04, 56.18, 28.41, 11, 2, 200
2015, 09, 05, 53.10, 31.59, 11, 1, 0
2015, 09, 06, 52.28, 32.22, 12, 5, 200
2015, 09, 07, 50.15, 34.54, 9, 4, 220
2015, 09, 08, 47.05, 35.48, 12, 1, 75
2015, 09, 09, 46.07, 33.07, 16, 5, 55
2015, 09, 10, 46.07, 33.07, 18, 6, 55
2015, 09, 11, 46.07, 33.07, 20, 7, 10
2015, 09, 18, 46.07, 33.07, 18, 4, 30
2015, 09, 25, 46.07, 33.07, 19, 2, 60
2015, 09, 27, 46.07, 33.07, 19, 3, 100
2015, 09, 28, 46.07, 33.07, 16, 7, 85
2015, 09, 29, 40.38, 31.25, 14, 2, 180
2015, 09, 30, 36.12, 31.49, 25, 2, 340
2015, 10, 01, 30.48, 32.18, 22, 2, 165
2015, 10, 02, 26.38, 33.29, 26, 3, 90
2015, 10, 03, 24.22, 32.52, 26, 2, 80
2015, 10, 04, 22.30, 32.12, 27, 3, 35
2015, 10, 05, 21.57, 31.26, 25, 6, 105
2015, 10, 06, 19.36, 30.27, 25, 5, 90
2015, 10, 07, 15.27, 28.14, 23, 4, 95
2015, 10, 08, 10.26, 25.32, 25, 3, 190
2015, 10, 09, 6.59, 23.24, 21, 2, 250
2015, 10, 10, 4.11, 22.27, 22, 2, 255
2015, 10, 11, 2.09, 21.30, 22, 2, 90
2015, 10, 12, 1.18, 20.40, 22, 1, 270
2015, 10, 13, -2.41, 20.06, 23, 1, 35
2015, 10, 14, -3.17, 20.04, 22, 1, 115
2015, 10, 15, -3.22, 18.43, 24, 1, 175
2015, 10, 16, -4.15, 17.59, 22, 1, 200
2015, 10, 17, -4.55, 15.42, 22, 2, 210 
2015, 10, 18, -5.01, 14.28, 23, 2, 205
2015, 10, 19, -5.22, 13.32, 23, 2, 250
2015, 10, 20, -5.22, 13.32, 23, 2, 225
2015, 10, 22, -5.22, 13.32, 24, 3, 235
2015, 10, 29, -5.22, 13.32, 22, 2, 245
2015, 11, 05, -5.22, 13.32, 23, 2, 220
2015, 11, 12, -5.22, 13.32, 24, 2, 250
2015, 11, 19, -5.22, 13.32, 24, 2, 235
2015, 11, 26, -5.22, 13.32, 25, 2, 175
2015, 12, 03, -5.22, 13.32, 22, 0, 0
2015, 12, 10, -5.22, 13.32, 24, 2, 130
2015, 12, 17, -5.22, 13.32, 23, 2, 170
2015, 12, 24, -5.22, 13.32, 23, 1, 270
2015, 12, 31, -5.22, 13.32, 23, 2, 200
2016, 01, 01, -5.22, 13.32, 25, 2, 235
2016, 01, 08, -5.22, 13.32, 25, 2, 205
2016, 01, 15, -5.22, 13.32, 25, 2, 275
2016, 01, 22, -5.22, 13.32, 24, 2, 235
2016, 01, 29, -5.22, 13.32, 25, 2, 270
2016, 02, 05, -5.22, 13.32, 22, 1, 125
2016, 02, 12, -5.22, 13.32, 25, 1, 240
2016, 02, 19, -5.22, 13.32, 26, 2, 270
2016, 02, 26, -5.22, 13.32, 25, 2, 210
2016, 03, 04, -5.22, 13.32, 25, 2, 250
2016, 03, 11, -5.22, 13.32, 22, 1, 180
2016, 03, 18, -5.22, 13.32, 24, 2, 260
2016, 03, 22, -5.22, 13.32, 25, 2, 250
2016, 03, 23, -2.43, 14.29, 23, 2, 215
2016, 03, 24, 0.00, 14.50, 22, 2, 190
2016, 03, 25, 2.21, 14.50, 22, 2, 180
2016, 03, 26, 3.54, 14.55, 23, 2, 260
2016, 03, 27, 6.02, 14.07, 22, 2, 300
2016, 03, 28, 9.18, 13.29, 27, 2, 110
2016, 03, 29, 11.29, 12.47, 28, 2, 70
2016, 03, 30, 13.14, 10.47, 26, 3, 60
2016, 03, 31, 16.17, 9.27, 20, 4, 45
2016, 04, 01, 20.23, 8.28, 24, 5, 270
2016, 04, 02, 23.00, 7.53, 22, 4, 65
2016, 04, 03, 26.18, 9.31, 17, 3, 325
2016, 04, 04, 29.54, 9.05, 21, 6, 300
2016, 04, 05, 34.27, 8.15, 17, 7, 45
2016, 04, 06, 36.45, 7.19, 14, 2, 130
2016, 04, 07, 36.36, 6.30, 9, 2, 205
2016, 04, 08, 38.38, 7.36, 13, 5, 135
2016, 04, 09, 40.37, 9.41, 11, 3, 175
2016, 04, 10, 42.46, 9.26, 11, 2, 290
2016, 04, 11, 44.51, 11.34, 10, 3, 250
2016, 04, 12, 47.24, 15.12, 5, 1, 215
2016, 04, 13, 48.56, 16.32, 11, 4, 160
2016, 04, 14, 48.56, 16.32, 11, 3, 170
2016, 04, 15, 50.35, 18.35, 8, 2, 260
2016, 04, 16, 54.55, 19.47, 8, 5, 240
2016, 04, 17, 57.02, 24.53, 5, 7, 215
2016, 04, 18, 57.10, 25.26, 5, 6, 230
2016, 04, 19, 57.10, 25.26, 3, 4, 170
2016, 04, 20, 58.10, 27.44, 4, 6, 135
2016, 04, 21, 58.10, 27.44, 4, 1, 0
2016, 04, 22, 58.10, 27.44, 3, 4, 200
2016, 04, 29, 58.10, 27.44, 5, 3, 120
2016, 05, 06, 58.10, 27.44, 10, 3, 80
2016, 05, 13, 58.10, 27.44, 11, 6, 310
2016, 05, 20, 58.10, 27.44, 12, 6, 135
2016, 05, 27, 58.10, 27.44, 13, 3, 0
2016, 06, 03, 58.10, 27.44, 16, 5, 80
2016, 06, 10, 58.10, 27.44, 9, 6, 30
2016, 06, 17, 58.10, 27.44, 17, 10, 260
2016, 06, 24, 58.10, 27.44, 19, 4, 230
2016, 07, 01, 58.10, 27.44, 17, 2, 230
2016, 07, 08, 58.10, 27.44, 13, 4, 200
2016, 07, 15, 58.10, 27.44, 17, 9, 200
2016, 07, 22, 58.10, 27.44, 18, 4, 90
2016, 07, 29, 58.10, 27.44, 19, 2, 95
2016, 08, 05, 58.10, 27.44, 19, 5, 260
2016, 08, 12, 58.10, 27.44, 10, 5, 250
2016, 08, 19, 58.10, 27.44, 14, 2, 205
2016, 08, 23, 58.10, 27.44, 15, 3, 160
2016, 08, 24, 57.14, 26.29, 13, 3, 170
2016, 08, 25, 51.31, 25.37, 10, 2, 20
2016, 08, 26, 49.05, 25.26, 12, 1, 300
2016, 08, 27, 48.38, 25.50, 14, 1, 180
2016, 08, 28, 49.05, 25.26, 16, 2, 290
2016, 08, 29, 48.32, 26.46, 20, 3, 145
2016, 08, 30, 48.32, 26.26, 14, 2, 130
2016, 09, 06, 48.32, 26.26, 16, 1, 90
2016, 09, 07, 48.32, 26.26, 17, 1, 90
2016, 09, 08, 46.38, 26.25, 13, 2, 170
2016, 09, 09, 43.40, 24.59, 18, 2, 5
2016, 09, 10, 41.51, 24.33, 11, 2, 0
2016, 09, 11, 37.58, 23.27, 22, 2, 130
2016, 09, 12, 32.26, 24.30, 25, 4, 140
2016, 09, 13, 30.11, 24.40, 24, 4, 150
2016, 09, 14, 26.38, 26.06, 23, 4, 100
2016, 09, 15, 21.47, 25.42, 22, 4, 85
2016, 09, 16, 17.31, 22.57, 23, 2, 175
2016, 09, 17, 14.09, 21.14, 24, 2, 290
2016, 09, 18, 11.44, 20.16, 25, 2, 220
2016, 09, 19, 9.41, 19.41, 22, 4, 270
2016, 09, 20, 8.52, 18.41, 24, 1, 330
2016, 09, 21, 6.48, 17.57, 23, 1, 180
2016, 09, 22, 5.19, 17.11, 20, 2, 210
2016, 09, 23, 3.08, 16.40, 22, 1, 130
2016, 09, 24, 0.41, 15.53, 22, 3, 210
2016, 09, 25, -2.04, 15.44, 21, 2, 200
2016, 09, 26, -2.53, 15.40, 22, 3, 200
2016, 09, 27, -2.53, 15.40, 22, 2, 200
2016, 09, 30, -2.53, 15.40, 23, 7, 200
2016, 10, 07, -2.53, 15.40, 24, 2, 210
2016, 10, 14, -2.53, 15.40, 22, 3, 200
2016, 10, 21, -2.53, 15.40, 22, 2, 225
2016, 10, 28, -2.53, 15.40, 23, 1, 215
2016, 11, 04, -2.53, 15.40, 21, 2, 230
2016, 11, 11, -2.53, 15.40, 21, 2, 195
2016, 11, 18, -2.53, 15.40, 22, 1, 290
2016, 11, 25, -2.53, 15.40, 23, 2, 210
2016, 12, 02, -2.53, 15.40, 22, 1, 230
2016, 12, 09, -2.53, 15.40, 20, 1, 250
2016, 12, 16, -2.53, 15.40, 22, 1, 255
2016, 12, 23, -2.53, 15.40, 22, 2, 200
2016, 12, 30, -2.53, 15.40, 22, 3, 215
2016, 12, 31, -2.53, 15.40, 21, 1, 180
2017, 01, 01, -2.53, 15.40, 21, 1, 215
2017, 01, 08, -2.53, 15.40, 21, 1, 210
2017, 01, 15, -2.53, 15.40, 23, 3, 215
2017, 01, 22, -2.53, 15.40, 23, 2, 190
2017, 01, 29, -2.53, 15.40, 21, 1, 245
2017, 02, 05, -2.53, 15.49, 23, 2, 240
2017, 02, 12, -2.53, 15.49, 22, 1, 240
2017, 02, 19, -2.53, 15.49, 21, 2, 275
2017, 02, 26, -2.53, 15.49, 23, 2, 230
2017, 03, 05, -2.53, 15.49, 22, 1, 190
2017, 03, 12, -2.53, 15.49, 22, 1, 220
2017, 03, 14, -2.53, 15.49, 22, 2, 210
2017, 03, 15, -5.21, 13.32, 23, 2, 180
2017, 03, 16, -3.59, 13.32, 24, 1, 80
2017, 03, 17, -1.21, 14.13, 22, 2, 255
2017, 03, 18, 1.09, 14.45, 24, 2, 205
2017, 03, 19, 2.34, 15.16, 23, 2, 275
2017, 03, 20, 3.26, 15.20, 22, 2, 290
2017, 03, 21, 5.16, 15.21, 22, 3, 190
2017, 03, 22, 9.03, 15.23, 28, 2, 125
2017, 03, 23, 11.48, 15.28, 28, 4, 80
2017, 03, 24, 12.59, 15.12, 26, 4, 60
2017, 03, 25, 14.49, 14.03, 23, 4, 30
2017, 03, 26, 17.45, 12.08, 14, 3, 70
2017, 03, 27, 20.36, 10.50, 20, 4, 40
2017, 03, 28, 23.14, 8.19, 24, 4, 75
2017, 03, 29, 25.51, 11.03, 17, 3, 120
2017, 03, 30, 28.05, 12.09, 10, 5, 40
2017, 03, 31, 30.36, 11.22, 11, 3, 300
2017, 04, 01, 39.31, 15.27, 17, 9, 300
2017, 04, 02, 45.18, 17.04, 9, 1, 0
2017, 04, 03, 47.26, 17.09, 10, 5, 110
2017, 04, 04, 48.18, 17.21, 10, 1, 135
2017, 04, 05, 49.16, 18.06, 6, 3, 130
2017, 04, 06, 50.34, 18.57, 4, 4, 165
2017, 04, 07, 51.11, 19.19, 8, 4, 120
2017, 04, 08, 52.32, 20.12, 5, 2, 210
2017, 04, 09, 56.18, 25.18, 4, 4, 225
2017, 04, 10, 57.27, 26.29, 5, 4, 220
2017, 04, 11, 58.27, 27.46, 1, 7, 150
2017, 04, 12, 58.27, 27.46, 2, 4, 290
2017, 04, 16, 58.27, 27.46, -1, 4, 95
2017, 04, 23, 58.27, 27.46, 0, 5, 210
2017, 04, 30, 58.27, 27.46, 2, 1, 145
2017, 05, 07, 58.27, 27.46, 2, 6, 45
2017, 05, 14, 58.27, 27.46, 10, 1, 105
2017, 05, 22, 58.27, 27.46, 11, 4, 250
2017, 05, 30, 58.27, 27.46, 16, 5, 195
2017, 06, 04, 58.27, 27.46, 9, 5, 320
2017, 06, 11, 58.27, 27.46, 14, 5, 215
2017, 06, 18, 58.27, 27.46, 16, 5, 165
2017, 06, 25, 58.27, 27.46, 13, 6, 220
2017, 07, 02, 58.27, 27.46, 14, 1, 335
2017, 07, 09, 58.27, 27.46, 15, 3, 175
2017, 07, 16, 58.27, 27.46, 15, 3, 210
2017, 07, 23, 58.27, 27.46, 14, 3, 155
2017, 07, 30, 58.27, 27.46, 16, 3, 265
2017, 08, 06, 58.27, 27.46, 16, 8, 205
2017, 08, 13, 58.27, 27.46, 15, 5, 190
2017, 08, 20, 58.27, 27.46, 15, 2, 165
2017, 08, 27, 58.27, 27.46, 10, 3, 85
2017, 08, 31, 58.27, 27.46, 15, 6, 265
2017, 09, 01, 57.33, 26.47, 12, 3, 30
2017, 09, 02, 57.01, 27.01, 13, 3, 20
2017, 09, 03, 57.01, 27.07, 13, 5, 25
2017, 09, 04, 57.00, 27.13, 9, 5, 30
2017, 09, 05, 55.46, 27.25, 9, 5, 60
2017, 09, 06, 54.46, 28.37, 8, 4, 150
2017, 09, 07, 52.51, 31.21, 12, 6, 210
2017, 09, 08, 51.32, 32.59, 9, 3, 230
2017, 09, 09, 49.29, 34.25, 12, 3, 210
2017, 09, 10, 47.43, 33.39, 16, 2, 330
2017, 09, 11, 46.09, 33.09, 19, 3, 335
2017, 09, 12, 46.09, 33.09, 23, 5, 220
2017, 09, 19, 46.09, 33.09, 20, 2, 355
2017, 09, 24, 46.09, 33.09, 16, 4, 50
2017, 09, 25, 44.10, 29.57, 22, 9, 20
2017, 09, 26, 38.21, 28.05, 12, 1, 0
2017, 09, 27, 33.13, 30.27, 24, 8, 150
2017, 09, 28, 26.57, 30.49, 22, 4, 100
2017, 09, 29, 23.33, 32.38, 25, 7, 80
2017, 09, 30, 21.52, 31.22, 25, 4, 60
2017, 10, 01, 21.43, 31.20, 25, 4, 55
2017, 10, 02, 20.02, 30.11, 27, 7, 70
2017, 10, 03, 15.20, 27.36, 24, 6, 80
2017, 10, 04, 11.08, 25.00, 24, 2, 170
2017, 10, 05, 8.51, 23.45, 20, 3, 260
2017, 10, 06, 6.42, 22.38, 22, 0, 0
2017, 10, 07, 4.50, 21.59, 23, 1, 220
2017, 10, 08, 2.05, 21.03, 23, 2, 180
2017, 10, 09, 0.37, 20.30, 21, 2, 200
2017, 10, 10, 0.08, 20.07, 22, 1, 130
2017, 10, 11, -1.17, 19.15, 23, 0, 0
2017, 10, 12, -3.11, 18.52, 23, 2, 150
2017, 10, 13, -3.35, 18.06, 23, 2, 130
2017, 10, 14, -3.59, 17.20, 24, 1, 135
2017, 10, 15, -4.31, 16.14, 23, 2, 140
2017, 10, 16, -4.48, 14.39, 23, 3, 200
2017, 10, 17, -4.58, 14.09, 24, 2, 200
2017, 10, 18, -5.07, 13.59, 23, 2, 220
2017, 10, 19, -5.13, 13.46, 22, 2, 195
2017, 10, 20, -5.19, 13.36, 22, 2, 210
2017, 10, 21, -5.19, 13.36, 23, 2, 230
2017, 10, 22, -5.19, 13.36, 22, 2, 220
2017, 10, 29, -5.19, 13.36, 22, 1, 250
2017, 11, 05, -5.19, 13.36, 23, 1, 200
2017, 11, 12, -5.19, 13.36, 22, 1, 205
2017, 11, 19, -5.19, 13.36, 23, 2, 245
2017, 11, 26, -5.19, 13.36, 23, 2, 220
2017, 12, 03, -5.19, 13.36, 24, 2, 205
2017, 12, 10, -5.19, 13.36, 23, 1, 210
2017, 12, 17, -5.19, 13.36, 23, 2, 220
2017, 12, 24, -5.19, 13.36, 23, 2, 215
2017, 12, 31, -5.19, 13.36, 23, 1, 270
2018, 01, 01, -5.19, 13.36, 24, 2, 180
2018, 01, 08, -5.19, 13.36, 23, 1, 0
2018, 01, 15, -5.19, 13.36, 24, 1, 210
2018, 01, 22, -5.19, 13.36, 23, 1, 270
2018, 01, 29, -5.19, 13.36, 24, 1, 180
2018, 02, 05, -5.19, 13.36, 26, 2, 195
2018, 02, 12, -5.19, 13.36, 26, 3, 225 
2018, 02, 19, -5.19, 13.36, 25, 1, 270
2018, 02, 26, -5.19, 13.36, 24, 2, 175
2018, 03, 05, -5.19, 13.36, 24, 2, 205
2018, 03, 12, -5.19, 13.36, 23, 2, 230
2018, 03, 19, -5.19, 13.36, 25, 1, 200
2018, 03, 20, -5.19, 13.16, 26, 3, 205
2018, 03, 21, -4.12, 13.48, 25, 1, 200
2018, 03, 22, -2.22, 14.20, 23, 2, 220
2018, 03, 23, 0.16, 14.44, 24, 1, 35
2018, 03, 24, 2.50, 15.19, 24, 1, 260
2018, 03, 25, 5.28, 15.09, 25, 1, 235
2018, 03, 26, 6.04, 15.16, 25, 1, 240
2018, 03, 27, 7.36, 15.28, 27, 2, 210
2018, 03, 28, 9.35, 16.34, 33, 1, 0
2018, 03, 29, 10.19, 16.51, 27, 2, 85
2018, 03, 30, 11.49, 16.33, 26, 3, 60
2018, 03, 31, 13.01, 15.38, 27, 4, 60
2018, 04, 01, 14.55, 12.37, 27, 3, 30
2018, 04, 02, 16.58, 10.25, 23, 2, 250
2018, 04, 03, 20.44, 9.42, 21, 2, 25
2018, 04, 04, 23.26, 9.40, 20, 2, 70
2018, 04, 05, 27.53, 8.25, 22, 7, 0
2018, 04, 06, 32.00, 8.09, 19, 6, 240
2018, 04, 07, 35.51, 7.00, 13, 2, 300
2018, 04, 08, 39.18, 8.44, 10, 5, 180
2018, 04, 09, 41.56, 11.48, 15, 5, 290
2018, 04, 10, 44.47, 13.29, 13, 2, 350
2018, 04, 11, 48.52, 16.32, 10, 2, 10
2018, 04, 12, 52.18, 16.50, 12, 4, 350
2018, 04, 13, 54.45, 17.34, 13, 3, 305
2018, 04, 14, 56.29, 21.45, 7, 2, 260
2018, 04, 15, 57.50, 26.01, 9, 1, 110
2018, 04, 16, 58.20, 27.39, 10, 2, 260
2018, 04, 17, 58.20, 27.39, 4, 5, 170
2018, 04, 23, 58.20, 27.39, 5, 5, 310
2018, 04, 30, 58.20, 27.39, 9, 6, 355
2018, 05, 07, 58.20, 27.39, 11, 3, 160
2018, 05, 14, 58.20, 27.39, 16, 2, 50
2018, 05, 21, 58.20, 27.39, 16, 3, 310
2018, 05, 28, 58.20, 27.39, 15, 3, 290
2018, 06, 04, 58.20, 27.39, 10, 6, 150
2018, 06, 11, 58.20, 27.39, 16, 3, 200
2018, 06, 18, 58.20, 27.39, 15, 4, 225
2018, 06, 25, 58.20, 27.39, 14, 2, 290
2018, 07, 02, 58.20, 27.39, 12, 1, 250
2018, 07, 09, 58.20, 27.39, 16, 1, 90
2018, 07, 16, 58.20, 27.39, 21, 4, 20
2018, 07, 23, 58.20, 27.39, 20, 2, 330
2018, 07, 30, 58.20, 27.39, 21, 3, 320
2018, 08, 06, 58.20, 27.39, 17, 5, 170
2018, 08, 13, 58.20, 27.39, 13, 3, 210
2018, 08, 20, 58.20, 27.39, 15, 6, 165
2018, 08, 25, 58.20, 27.39, 15, 2, 165
2018, 08, 26, 56.18, 28.16, 14, 2, 140
2018, 08, 27, 54.48, 28.34, 14, 2, 90
2018, 08, 28, 53.13, 30.14, 15, 2, 140
2018, 08, 29, 50.38, 31.49, 15, 3, 115
2018, 08, 30, 47.33, 32.36, 17, 2, 120
2018, 08, 31, 46.09, 33.01, 23, 3, 85
2018, 09, 01, 46.09, 33.01, 21, 4, 30
2018, 09, 03, 46.09, 33.01, 21, 4, 20
2018, 09, 10, 46.09, 33.01, 18, 2, 250
2018, 09, 11, 46.09, 33.01, 19, 2, 300
2018, 09, 12, 44.57, 29.21, 17, 2, 5
2018, 09, 13, 41.03, 26.33, 16, 1, 195
2018, 09, 14, 37.39, 26.09, 22, 2, 115
2018, 09, 15, 29.39, 28.39, 22, 1, 145
2018, 09, 16, 23.41, 29.04, 26, 4, 110
2018, 09, 17, 18.55, 26.26, 26, 5, 65
2018, 09, 18, 14.18, 23.28, 22, 2, 40
2018, 09, 19, 11.59, 21.57, 24, 0, 0
2018, 09, 20, 9.59, 20.42, 24, 2, 280
2018, 09, 21, 7.37, 19.40, 24, 2, 210
2018, 09, 22, 4.56, 18.47, 23, 1, 250
2018, 09, 23, 3.22, 18.05, 23, 1, 0
2018, 09, 24, 2.08, 17.11, 21, 1, 165
2018, 09, 25, -0.06, 15.49, 23, 2, 210
2018, 09, 26, -2.30, 13.43, 22, 2, 205
2018, 09, 27, -4.12, 14.13, 22, 1, 235
2018, 09, 28, -4.11, 14.06, 24, 2, 190
2018, 09, 29, -4.23, 14.02, 22, 3, 245
2018, 09, 30, -4.32, 13.59, 22, 2, 230
2018, 10, 01, -4.43, 13.54, 22, 2, 230
2018, 10, 02, -4.48, 13.50, 23, 1, 220
2018, 10, 03, -4.55, 13.44, 21, 2, 235
2018, 10, 04, -5.06, 13.39, 22, 2, 215
2018, 10, 05, -5.17, 13.36, 23, 2, 225
2018, 10, 06, -5.17, 13.26, 22, 2, 180
2018, 10, 08, -5.17, 13.26, 23, 2, 230
2018, 10, 15, -5.17, 13.26, 23, 2, 210
2018, 10, 22, -5.17, 13.26, 25, 1, 270
2018, 10, 29, -5.17, 13.26, 24, 2, 185
2018, 11, 05, -5.17, 13.26, 24, 2, 215
2018, 11, 12, -5.17, 13.26, 24, 2, 200
2018, 11, 19, -5.17, 13.26, 24, 2, 250
2018, 11, 26, -5.17, 13.26, 25, 2, 195
2018, 12, 03, -5.17, 13.26, 24, 1, 170
2018, 12, 10, -5.17, 13.26, 24, 2, 180
2018, 12, 17, -5.17, 13.26, 23, 0, 0
2018, 12, 24, -5.17, 13.26, 25, 2, 210
2018, 12, 31, -5.17, 13.26, 24, 1, 30 